Datum Zeit,Leipzig-Mitte CO
21-01-01 01:00,2.5
21-01-01 00:00,2.7
20-01-01 23:00,2.9
20-01-01 22:00,2.1
20-01-01 21:00,1.7
20-01-01 20:00,1.9
20-01-01 19:00,2.1
20-01-01 18:00,2.7
20-01-01 17:00,1.9
20-01-01 16:00,2.3
20-01-01 15:00,1.2
20-01-01 14:00,1.2
20-01-01 13:00,1.9
20-01-01 12:00,1.5
20-01-01 11:00,1.8
20-01-01 10:00,1.7
20-01-01 09:00,1.2
20-01-01 08:00,0.9
20-01-01 07:00,1.2
20-01-01 06:00,1.2
20-01-01 05:00,1.3
20-01-01 04:00,2.2
20-01-01 03:00,2.8
20-01-01 02:00,1.8
20-01-01 01:00,1.9
20-01-01 00:00,2.8
19-01-01 23:00,4.5
19-01-01 22:00,3.3
19-01-01 21:00,4.0
19-01-01 20:00,4.7
19-01-01 19:00,3.8
19-01-01 18:00,3.0
19-01-01 17:00,2.6
19-01-01 16:00,
19-01-01 15:00,
19-01-01 14:00,
19-01-01 13:00,
19-01-01 12:00,
19-01-01 11:00,
19-01-01 10:00,
19-01-01 09:00,2.1
19-01-01 08:00,2.2
19-01-01 07:00,0.9
19-01-01 06:00,0.9
19-01-01 05:00,
19-01-01 04:00,0.3
19-01-01 03:00,0.5
19-01-01 02:00,0.9
19-01-01 01:00,0.8
19-01-01 00:00,0.8
18-01-01 23:00,1.7
18-01-01 22:00,2.4
18-01-01 21:00,2.2
18-01-01 20:00,2.0
18-01-01 19:00,1.2
18-01-01 18:00,1.7
18-01-01 17:00,1.7
18-01-01 16:00,1.6
18-01-01 15:00,1.3
18-01-01 14:00,1.2
18-01-01 13:00,1.4
18-01-01 12:00,1.5
18-01-01 11:00,1.9
18-01-01 10:00,2.0
18-01-01 09:00,1.8
18-01-01 08:00,2.3
18-01-01 07:00,1.5
18-01-01 06:00,1.0
18-01-01 05:00,0.3
18-01-01 04:00,0.5
18-01-01 03:00,1.0
18-01-01 02:00,0.8
18-01-01 01:00,1.0
18-01-01 00:00,0.8
17-01-01 23:00,0.9
17-01-01 22:00,1.1
17-01-01 21:00,2.2
17-01-01 20:00,2.1
17-01-01 19:00,2.2
17-01-01 18:00,3.0
17-01-01 17:00,3.3
17-01-01 16:00,2.2
17-01-01 15:00,1.5
17-01-01 14:00,0.8
17-01-01 13:00,1.3
17-01-01 12:00,1.5
17-01-01 11:00,1.6
17-01-01 10:00,2.3
17-01-01 09:00,2.2
17-01-01 08:00,2.3
17-01-01 07:00,2.5
17-01-01 06:00,1.2
17-01-01 05:00,
17-01-01 04:00,0.3
17-01-01 03:00,0.3
17-01-01 02:00,0.2
17-01-01 01:00,0.6
17-01-01 00:00,0.8
16-01-01 23:00,1.2
16-01-01 22:00,1.1
16-01-01 21:00,2.1
16-01-01 20:00,1.9
16-01-01 19:00,1.6
16-01-01 18:00,1.1
16-01-01 17:00,2.7
16-01-01 16:00,1.8
16-01-01 15:00,1.5
16-01-01 14:00,0.9
16-01-01 13:00,1.1
16-01-01 12:00,1.1
16-01-01 11:00,1.6
16-01-01 10:00,1.9
16-01-01 09:00,1.8
16-01-01 08:00,2.3
16-01-01 07:00,1.4
16-01-01 06:00,0.4
16-01-01 05:00,0.2
16-01-01 04:00,0.3
16-01-01 03:00,0.2
16-01-01 02:00,0.3
16-01-01 01:00,0.3
16-01-01 00:00,0.3
15-01-01 23:00,0.5
15-01-01 22:00,0.5
15-01-01 21:00,0.9
15-01-01 20:00,1.9
15-01-01 19:00,1.5
15-01-01 18:00,1.3
15-01-01 17:00,1.4
15-01-01 16:00,0.7
15-01-01 15:00,0.7
15-01-01 14:00,0.6
15-01-01 13:00,0.6
15-01-01 12:00,0.5
15-01-01 11:00,0.5
15-01-01 10:00,0.7
15-01-01 09:00,0.7
15-01-01 08:00,0.9
15-01-01 07:00,0.7
15-01-01 06:00,
15-01-01 05:00,0.1
15-01-01 04:00,0.1
15-01-01 03:00,0.1
15-01-01 02:00,0.1
15-01-01 01:00,0.2
15-01-01 00:00,0.3
14-01-01 23:00,0.3
14-01-01 22:00,0.4
14-01-01 21:00,0.5
14-01-01 20:00,0.8
14-01-01 19:00,1.1
14-01-01 18:00,1.2
14-01-01 17:00,1.3
14-01-01 16:00,1.0
14-01-01 15:00,0.9
14-01-01 14:00,0.8
14-01-01 13:00,0.7
14-01-01 12:00,0.6
14-01-01 11:00,0.7
14-01-01 10:00,0.6
14-01-01 09:00,0.3
14-01-01 08:00,0.3
14-01-01 07:00,0.3
14-01-01 06:00,0.6
14-01-01 05:00,1.0
14-01-01 04:00,1.2
14-01-01 03:00,1.5
14-01-01 02:00,1.2
14-01-01 01:00,1.1
14-01-01 00:00,2.2
13-01-01 23:00,1.4
13-01-01 22:00,1.0
13-01-01 21:00,1.4
13-01-01 20:00,1.3
13-01-01 19:00,1.0
13-01-01 18:00,0.7
13-01-01 17:00,1.0
13-01-01 16:00,1.1
13-01-01 15:00,1.1
13-01-01 14:00,1.5
13-01-01 13:00,1.1
13-01-01 12:00,1.0
13-01-01 11:00,1.4
13-01-01 10:00,0.7
13-01-01 09:00,0.5
13-01-01 08:00,0.3
13-01-01 07:00,0.6
13-01-01 06:00,
13-01-01 05:00,0.4
13-01-01 04:00,0.8
13-01-01 03:00,0.4
13-01-01 02:00,0.4
13-01-01 01:00,0.5
13-01-01 00:00,0.6
12-01-01 23:00,1.2
12-01-01 22:00,0.6
12-01-01 21:00,1.0
12-01-01 20:00,1.2
12-01-01 19:00,1.1
12-01-01 18:00,0.8
12-01-01 17:00,1.4
12-01-01 16:00,2.7
12-01-01 15:00,2.5
12-01-01 14:00,2.4
12-01-01 13:00,2.2
12-01-01 12:00,1.7
12-01-01 11:00,1.7
12-01-01 10:00,2.2
12-01-01 09:00,2.2
12-01-01 08:00,2.7
12-01-01 07:00,2.1
12-01-01 06:00,0.3
12-01-01 05:00,0.2
12-01-01 04:00,0.2
12-01-01 03:00,0.6
12-01-01 02:00,0.6
12-01-01 01:00,0.6
12-01-01 00:00,1.3
11-01-01 23:00,2.1
11-01-01 22:00,1.2
11-01-01 21:00,2.7
11-01-01 20:00,3.3
11-01-01 19:00,4.1
11-01-01 18:00,4.7
11-01-01 17:00,4.0
11-01-01 16:00,2.8
11-01-01 15:00,2.3
11-01-01 14:00,1.6
11-01-01 13:00,0.9
11-01-01 12:00,0.9
11-01-01 11:00,1.0
11-01-01 10:00,0.8
11-01-01 09:00,1.3
11-01-01 08:00,1.6
11-01-01 07:00,
11-01-01 06:00,0.5
11-01-01 05:00,0.2
11-01-01 04:00,0.2
11-01-01 03:00,0.3
11-01-01 02:00,0.3
11-01-01 01:00,0.4
11-01-01 00:00,0.8
10-01-01 23:00,1.4
10-01-01 22:00,1.1
10-01-01 21:00,1.6
10-01-01 20:00,1.7
10-01-01 19:00,1.2
10-01-01 18:00,1.4
10-01-01 17:00,1.3
10-01-01 16:00,1.6
10-01-01 15:00,1.7
10-01-01 14:00,1.4
10-01-01 13:00,1.1
10-01-01 12:00,1.3
10-01-01 11:00,1.6
10-01-01 10:00,1.4
10-01-01 09:00,1.7
10-01-01 08:00,1.4
10-01-01 07:00,0.3
10-01-01 06:00,0.2
10-01-01 05:00,0.3
10-01-01 04:00,0.3
10-01-01 03:00,0.2
10-01-01 02:00,0.3
10-01-01 01:00,0.4
10-01-01 00:00,0.9
09-01-01 23:00,0.7
09-01-01 22:00,0.5
09-01-01 21:00,0.7
09-01-01 20:00,0.9
09-01-01 19:00,1.2
09-01-01 18:00,1.1
09-01-01 17:00,1.2
09-01-01 16:00,1.0
09-01-01 15:00,0.6
09-01-01 14:00,0.4
09-01-01 13:00,0.5
09-01-01 12:00,0.5
09-01-01 11:00,0.5
09-01-01 10:00,0.4
09-01-01 09:00,0.4
09-01-01 08:00,0.5
09-01-01 07:00,
09-01-01 06:00,0.3
09-01-01 05:00,0.1
09-01-01 04:00,0.1
09-01-01 03:00,0.1
09-01-01 02:00,0.1
09-01-01 01:00,0.3
09-01-01 00:00,0.2
08-01-01 23:00,0.3
08-01-01 22:00,1.0
08-01-01 21:00,0.7
08-01-01 20:00,1.2
08-01-01 19:00,1.6
08-01-01 18:00,1.9
08-01-01 17:00,1.0
08-01-01 16:00,1.0
08-01-01 15:00,1.3
08-01-01 14:00,1.2
08-01-01 13:00,0.8
08-01-01 12:00,1.1
08-01-01 11:00,0.8
08-01-01 10:00,0.8
08-01-01 09:00,0.8
08-01-01 08:00,1.7
08-01-01 07:00,1.1
08-01-01 06:00,0.2
08-01-01 05:00,0.2
08-01-01 04:00,0.1
08-01-01 03:00,0.3
08-01-01 02:00,0.3
08-01-01 01:00,0.9
08-01-01 00:00,0.6
07-01-01 23:00,0.5
07-01-01 22:00,0.3
07-01-01 21:00,0.4
07-01-01 20:00,0.6
07-01-01 19:00,0.5
07-01-01 18:00,1.0
07-01-01 17:00,0.8
07-01-01 16:00,0.8
07-01-01 15:00,0.5
07-01-01 14:00,0.6
07-01-01 13:00,0.4
07-01-01 12:00,0.3
07-01-01 11:00,0.1
07-01-01 10:00,0.1
07-01-01 09:00,0.2
07-01-01 08:00,
07-01-01 07:00,0.2
07-01-01 06:00,0.4
07-01-01 05:00,0.3
07-01-01 04:00,0.6
07-01-01 03:00,0.3
07-01-01 02:00,0.3
07-01-01 01:00,0.4
07-01-01 00:00,0.4
06-01-01 23:00,0.8
06-01-01 22:00,0.2
06-01-01 21:00,0.5
06-01-01 20:00,0.4
06-01-01 19:00,1.0
06-01-01 18:00,0.7
06-01-01 17:00,1.1
06-01-01 16:00,0.7
06-01-01 15:00,0.5
06-01-01 14:00,1.0
06-01-01 13:00,0.8
06-01-01 12:00,0.8
06-01-01 11:00,0.6
06-01-01 10:00,0.1
06-01-01 09:00,0.1
06-01-01 08:00,0.1
06-01-01 07:00,0.1
06-01-01 06:00,0.1
06-01-01 05:00,0.2
06-01-01 04:00,0.4
06-01-01 03:00,1.1
06-01-01 02:00,0.6
06-01-01 01:00,0.8
06-01-01 00:00,0.5
05-01-01 23:00,0.6
05-01-01 22:00,0.4
05-01-01 21:00,0.4
05-01-01 20:00,0.8
05-01-01 19:00,0.6
05-01-01 18:00,0.9
05-01-01 17:00,1.5
05-01-01 16:00,1.3
05-01-01 15:00,1.1
05-01-01 14:00,1.4
05-01-01 13:00,1.4
05-01-01 12:00,1.0
05-01-01 11:00,0.6
05-01-01 10:00,0.9
05-01-01 09:00,0.7
05-01-01 08:00,
05-01-01 07:00,0.2
05-01-01 06:00,0.2
05-01-01 05:00,0.2
05-01-01 04:00,0.1
05-01-01 03:00,0.1
05-01-01 02:00,0.2
05-01-01 01:00,0.3
05-01-01 00:00,0.2
04-01-01 23:00,0.5
04-01-01 22:00,0.5
04-01-01 21:00,1.3
04-01-01 20:00,1.0
04-01-01 19:00,1.6
04-01-01 18:00,1.8
04-01-01 17:00,2.5
04-01-01 16:00,2.3
04-01-01 15:00,1.6
04-01-01 14:00,1.0
04-01-01 13:00,1.4
04-01-01 12:00,1.5
04-01-01 11:00,1.7
04-01-01 10:00,1.5
04-01-01 09:00,1.2
04-01-01 08:00,1.0
04-01-01 07:00,0.7
04-01-01 06:00,0.5
04-01-01 05:00,0.2
04-01-01 04:00,0.3
04-01-01 03:00,0.6
04-01-01 02:00,0.7
04-01-01 01:00,1.2
04-01-01 00:00,1.5
03-01-01 23:00,1.0
03-01-01 22:00,1.2
03-01-01 21:00,1.4
03-01-01 20:00,0.8
03-01-01 19:00,0.7
03-01-01 18:00,1.8
03-01-01 17:00,2.1
03-01-01 16:00,0.8
03-01-01 15:00,1.0
03-01-01 14:00,0.4
03-01-01 13:00,0.3
03-01-01 12:00,0.6
03-01-01 11:00,0.4
03-01-01 10:00,0.5
03-01-01 09:00,
03-01-01 08:00,0.6
03-01-01 07:00,0.5
03-01-01 06:00,0.2
03-01-01 05:00,0.2
03-01-01 04:00,0.2
03-01-01 03:00,0.3
03-01-01 02:00,0.3
03-01-01 01:00,0.6
03-01-01 00:00,0.6
02-01-01 23:00,1.8
02-01-01 22:00,0.8
02-01-01 21:00,1.4
02-01-01 20:00,1.0
02-01-01 19:00,1.3
02-01-01 18:00,1.6
02-01-01 17:00,1.5
02-01-01 16:00,0.7
02-01-01 15:00,0.8
02-01-01 14:00,0.9
02-01-01 13:00,1.0
02-01-01 12:00,0.7
02-01-01 11:00,0.8
02-01-01 10:00,0.7
02-01-01 09:00,0.4
02-01-01 08:00,0.3
02-01-01 07:00,0.1
02-01-01 06:00,0.2
02-01-01 05:00,0.1
02-01-01 04:00,0.1
02-01-01 03:00,0.1
02-01-01 02:00,0.3
02-01-01 01:00,0.3
02-01-01 00:00,0.3
01-01-01 23:00,0.8
01-01-01 22:00,0.5
01-01-01 21:00,0.4
01-01-01 20:00,0.6
01-01-01 19:00,0.5
01-01-01 18:00,0.6
01-01-01 17:00,1.3
01-01-01 16:00,1.1
01-01-01 15:00,0.7
01-01-01 14:00,0.6
01-01-01 13:00,0.5
01-01-01 12:00,0.5
01-01-01 11:00,0.5
01-01-01 10:00,0.3
01-01-01 09:00,
01-01-01 08:00,0.4
01-01-01 07:00,0.2
01-01-01 06:00,0.3
01-01-01 05:00,0.7
01-01-01 04:00,0.8
01-01-01 03:00,0.7
01-01-01 02:00,0.9
01-01-01 01:00,1.3

